department,course_code,title,units,description
RHETOR,RHETOR 129,Rhetoric of Autobiography,4,"Rhetorical analysis of autobiographical discourse, with specific attention to the evolution of the genre in relation to changing modes of human subjectivity."
RHETOR,RHETOR 129AC,Autobiography and American Individualism,4,"Rhetorical analysis of autobiographical discourse in American cultures, with special attention to the ideology of individualism."
RHETOR,RHETOR 130,Novel into Film,4,"Close examination of the adaptation of written fiction to the cinema. Focus on the problems arising from the transformation of five novels, which will be read, into their filmed versions."
RHETOR,RHETOR 131T,Genre in Film and Literature,4,"Study of a particular genre (e.g., detective/mystery, horror/thriller, melodrama) with attention to theories of genre in popular culture."
RHETOR,RHETOR 132T,Auteur in Film,4,"The study of films from the perspective of directorial style, theme, or filmmaking career. This course may focus on a single or several directors."
RHETOR,RHETOR 133T,Theories of Film,4,"Classical theories of film by Eisenstein, Arnheim, Kracauer, Bazin, Metz, and others. Only one or two films will be analyzed in great depth to test the power of various theories."
RHETOR,RHETOR 135T,Selected Topics in Film,4,"A study of a film topic not covered by the other film categories. This course might focus on a particular cinematic ""theme,"" or a nonhistoric and nongeneric category. Examples: Feminist Film Practice, Gay and Lesbian Cinema, Race and Cinematic Representation."
RHETOR,RHETOR 136,Art and Authorship,4,"Study of narratives and visual cultures of art and its authors, including questions of what is art, who authors it, the boundaries of works and artistic personae, and how aesthetic, economic, and legal regimes of artistic authorship are historicized."
RHETOR,RHETOR 137,Rhetoric of the Image,4,"This course surveys methods and theories of visual culture, including the rhetorics and discourses of images (still and moving), media (old and new), display, circulation, value, and interpretation. Topics explored will include: spectacle, reproduction, materiality, time, style, genre, archive, truth-value, and affectivity. Students will learn multi- and interdisciplinary uses of visual materials as objects of analysis, evidence, exchange, and"
RHETOR,RHETOR 138,Television Criticism,4,"An introduction to the close analysis and evaluation of television texts. Consideration of a range of examples drawn from classical television series, sitcoms, dramas, news programming, and contemporary reality television. Students learn the narrative, aesthetic, and stylistic aspects of television's story-telling modes and strategies through readings, screenings, short exercises, and a final project consisting of a substantial work of criticism"
RHETOR,RHETOR 139,Rhetoric of Visual Witnessing,4,"Studies of the theory and practice of the rhetoric of visual evidence relating to catastrophe. Themes may include witnessing, testimony, the photographic record, news media, and archival knowledge around such subjects as genocide and crimes against humanity, war and other forms of political violence, the AIDS epidemic, natural disaster."
RHETOR,RHETOR 145,"Science, Narrative, and Image",4,"What is the role of narrative in science and conversely? How do images supplement or displace these narratives? How have scientific conceptions impacted narrative forms and theories of narrative? How important are images to the rhetoric of scientific persuasion? Finally, how can science itself be narrated or visually represented? This course will examine critical discussions of these questions."
RHETOR,RHETOR 150,Rhetoric of Contemporary Politics,4,Examination of the characteristic rhetoric of a variety of manifestations of modern politics. Emphasis on building a theoretical foundation for critically observing and participating in the contemporary political process.
RHETOR,RHETOR 151,Rhetoric of Contact and Conquest,4,"This course charts the discovery and conquest of the New World; it treats the ways in which New World peoples were understood--and exploited--by Europeans. It explores not only questions relating to the origins of New World peoples, but also climate and zonal theories of race, and racial ideas of degeneration and corruption. In examining Europe's multivalent relationship with the ""other,"" the course investigates the legal, moral, and"
RHETOR,RHETOR 152,Rhetoric of Constitutional Discourse,4,"The rhetorical context of . Examines the tradition of Anglo-American constitutional argumentation in the eighteenth century, its sources, and its implications. Readings include Locke, Hume, Montesquieu, pamphlets of the American Revolution, and Anti-Federalist writings."
RHETOR,RHETOR 152AC,Race and Order in the New Republic,4,"This course will explore how the social issue of race in the new American republic shaped the political founding of the United States in 1787. We will investigate perceptions of race at the time of the founding, and try to understand the origins of those perceptions. We will examine how those same perceptions affected the founding and establishment of a new nation and how they have affected our contemporary social and political discourse."
RHETOR,RHETOR 153,American Political Rhetoric,4,"A survey of the ways in which Americans have discussed their existence as a distinct nation their rights and obligations, and the legitimate modes of political action open to them. Readings cover the 17th through the 20th centuries and may include discussion of sermons, novels, philosophy, social and political theory, autobiographies, declassified government planning documents, Congressional testimony"
RHETOR,RHETOR 155,Discourses of Colonialism and Postcoloniality,4,"This course critically explores key concepts and figures used in the public discourse of European colonialism to justify territorial expansion in the 19th century such as ""race,"" ""culture,"" ""civility,"" and ""the Orient"" and their disturbing legacies for the knowledges, practical projects, and problems of contemporary postcolonial societies in a globalizing world."
RHETOR,RHETOR 156,Rhetoric of the Political Novel,4,Investigation of major 19th and 20th century works of fiction in which political stances are exploited as dominant themes; close reading of authorial viewpoints and rhetorical strategies.
RHETOR,RHETOR 157A,Rhetoric of Modern Political Theory,4,Study of the textual strategies of important works of modern European and American political theory from the 17th through the 19th centuries.
RHETOR,RHETOR 157B,Rhetoric of Contemporary Political Theory,4,Study of the textual strategies of important works of 20th century European and American political theory.
RHETOR,RHETOR 158,Advanced Problems in the Rhetoric of Political Theory,4,"Close study of selected works of modern political theory, including debates over the nature and interpretation of political theory and the role of the political theorist. Specific themes and readings vary from year to year."
RHETOR,RHETOR 159A,Great Theorists in the Rhetoric of Political and Legal Theory,4,"This course explores the development of one or two theorists or an important theme or issue, with close readings of major texts as well as attention to important commentators."
RHETOR,RHETOR 159B,Great Themes in the Rhetoric of Contemporary Political and Legal Theory,4,"This course concentrates on aspects of 20th century political, social, and legal theory that are too complex to be treated comprehensively as one section of the courses in modern theory."
RHETOR,RHETOR 160,Introduction to the Rhetoric of Legal Discourse,4,The application of rhetorical methodology to all categories of legal texts.
RHETOR,RHETOR 163,"Law, Language, and Literature",4,"Through close readings of and about law and literature, the course explores the role of language in both law and literature and the relations between law, language, and literature. Focus may be on particular historical periods, authors, or law-related themes."
RHETOR,RHETOR 164,Rhetoric of Legal Theory,4,Rhetorical methodology applied to close analysis of the argumentative framework of important works in modern legal theory.
RHETOR,RHETOR 165,Rhetoric of Legal Philosophy,4,Consideration of basic philosophical issues related to the political and moral foundations of the law.
RHETOR,RHETOR 166,Rhetoric in Law and Politics,4,Examination of the role of rhetoric in the legal and political thought of a particular era or culture. Course may compare societies or periods. All foreign texts will be studied in English translation.
RHETOR,RHETOR 167,"Advanced Themes in Legal Theory, Philosophy, Argumentation",4,"Thorough consideration of particular rhetorical themes in the field of legal theory, legal philosophy, and legal argumentation."
RHETOR,RHETOR 168,Advanced Topics in Contemporary Law and Legal Discourse,4,"Thorough consideration of particular rhetorical themes in the fields of contemporary law and legal discourse. Sample topics include entertainment law, First Amendment law, copyright law."
RHETOR,RHETOR 170,Rhetoric of Social Science,4,"Analysis of the ways in which political scientists, sociologists, anthropologists, economists and psychologists establish the authoritativeness of their claims. Focus is on the presentation of data as fact, the use of quantitative methods, and other ""strategies"" through which social knowledge is transformed into objective information."
RHETOR,RHETOR 171,The Problem of Mass Culture and the Rhetoric of Social Theory,4,"Study of the textual strategies whereby the masses and mass culture emerge as objects of anxiety, hope, and scrutiny for social theorists of the 19th and 20th centuries."
RHETOR,RHETOR 172,Rhetoric of Social Theory,4,"Rhetorical analysis of theorists from Durkheim and Weber, as well as Marx, Ricardo and Bentham, to contemporary representatives of social and economic thought."
RHETOR,RHETOR 173,Science and Public,4,Science in public takes different shapes. It is defended as universal knowledge essential to human thriving. It is critiqued as a particular form of knowledge that does not take stock of the historical and social conditions imposing on its claims. It is dismissed or vilified as false or fake. How then does modern science relate to social and political values? Can and should scientific facts be independent of these values? In what ways are the
RHETOR,RHETOR 176,Rhetoric of Material Culture,4,"Where did the first collections originate? Why did people begin to collect? How did--and do--museums and museum collections contribute to the definition of the cultural values/power of elite groups? How do we define ourselves--as citizens, as members of a discipline or tribe, as nations--with reference to collections? What values/ideologies structure the debates and conflicts over definition, meaning, and ownership of collections? These are"
RHETOR,RHETOR 182,Rhetorics of Sexual Exchange and Sexual Difference,4,"This course examines the centrality of sexual difference and sexual exchange to the structuring of societies, cultures, and political life. Possible topics include theories of desire and corporeality; the figure of woman as object of exchange in historical and contemporary contexts such as Sati, prostitution, surrogacy and IVF, and the global traffic in female labor; and an examination of how sexual difference functions as a blind-spot in theories"
RHETOR,RHETOR 184,Language and Movement,4,"How does one become more aware of oneself as mover, doer, learner, knower? How does one learn? Does one learn to do things with language - to read, to write, even to think - in the same ways as one learns to move? In this class, we will consider these sorts of questions through experiences with and responses to very basic movement lessons and to academic readings, as well as through writing and discussion. The primary aim is for you to become more aware"
RHETOR,RHETOR 189,Special Topics,4,Group instruction and investigation of topics not accommodated in regular course offerings.
RHETOR,RHETOR 189A,Special Topics,4,Group instruction and investigation of topics not accommodated in regular course offerings.
RHETOR,RHETOR H190A,Honors Thesis,2,Independent study under guidance of a faculty director culminating in a written thesis. Required of all rhetoric majors desiring to earn the A.B. degree with honors.
RHETOR,RHETOR H190B,Honors Thesis,2,Independent study under guidance of a faculty director culminating in a written thesis. Required of all rhetoric majors desiring to earn the A.B. degree with honors.
RHETOR,RHETOR 197,Field Studies,1,Supervised field work in an off-campus organization or business. Field work should be relevant to themes or topics covered in the undergraduate curriculum studied in the department. Additional meetings with faculty sponsor required. Weekly journals and a final paper also required.
RHETOR,RHETOR 198,Supervised Group Study,1,Instruction for a small group of students on a topic initiated by those students.
RHETOR,RHETOR 199,Supervised Independent Study,1,For special projects that cannot be otherwise accommodated.
RHETOR,RHETOR 200,Classical Rhetorical Theory and Practice,4,"An introduction to the questions around which classical rhetorical theory and practice are organized. Through analysis of materials drawn principally from the Ancient Greek and Roman periods, possibly including later revivals of classical rhetoric, the course will examine the formation of rhetoric in the West as an intellectual stance from which to practice a range of related fields, including but not limited to philosophy, history, literature"
RHETOR,RHETOR 205,Contemporary Rhetorical Theory and Practice,4,"An introduction to the questions around which contemporary rhetorical theory and practice are organized. Through an analysis of materials drawn principally from the 18th century to the present, the course will examine rhetorical inquiry in relation to critique as well as the disciplinary construction of knowledge-domains. The course will attend to rhetoric in relation to a range of fields, including but not limited to philosophy, history"
RHETOR,RHETOR 220,Rhetoric Graduate Proseminar,2,"What do we do when we do rhetoric? Seminar addresses methods, themes, and issues in the changing field of investigation known as rhetoric. Required for second year doctoral students in Rhetoric."
RHETOR,RHETOR 221,Rhetoric Graduate Research Seminar,2,What are the possible forms of long-form (dissertation) research in the rhetoric department? Required for third-year doctoral students in Rhetoric.
RHETOR,RHETOR C221,Aesthetics as Critique,4,"A close reading and discussion of the major texts of modern aesthetics, from the 18th century to the present, with emphasis on the Continental tradition of Kant, Adorno, and Derrida."
RHETOR,RHETOR 230,Rhetoric and History,4,"This course investigates both the concept of history and the practice of historiography, using an engagement with the literal and metaphoric archives of the past to consider their empirical and philosophical claims on the present. While the methods, themes, and historical reach may vary, the course requires Rhetoric graduate students to investigate pre-1900 material in some form and to consider both the pragmatics of conducting historical inquiry"
RHETOR,RHETOR 240D,Rhetorical Theory and Criticism: Nonfictional Prose,4,Advanced investigation of the rhetorical dimensions of various modes of discourse. Specific topics to be announced.
RHETOR,RHETOR 240E,Rhetorical Theory and Criticism: Political Discourse,4,Advanced investigation of the rhetorical dimensions of various modes of discourse. Specific topics to be announced.
RHETOR,RHETOR 240F,Rhetorical Theory and Criticism: Legal Rhetoric and Philosophy,4,Advanced investigation of the rhetorical dimensions of various modes of discourse. Specific topics to be announced.
RHETOR,RHETOR 240G,Rhetorical Theory and Criticism: Rhetorical Theory,4,Advanced investigation of the rhetorical dimensions of various modes of discourse. Specific topics to be announced.
RHETOR,RHETOR 243,Special Topics in Film,4,"A theoretical examination of a film topic which falls outside the purview of traditional categories of film analysis, such as ""genre,"" ""history,"" or ""theory."" Examples: Rainer Werner Fassbinder, The Essay Film, Feminist Film Practice, Cinema and the Phantasmagoria of History."
RHETOR,RHETOR 244,Special Topics in Rhetoric: Limited study,2,This course studies various modes of rhetorical discourse. Specific topics to be announced.
RHETOR,RHETOR 250,Rhetoric of the Image,4,"A study of the visual image as a mode of discourse, together with an analysis of the terms in which images have been interpreted and criticized. Focus may be on the rhetoric of a particular image or set of images, or on more broadly theoretical writings about image."
RHETOR,RHETOR 295,Special Study,1,Open to qualified graduate students wishing to pursue special topics under the direction of a member of the staff.
RHETOR,RHETOR 299,Directed Research,1,Open to graduate students who have passed their Ph.D. qualifying examinations.
RHETOR,RHETOR 302,The Art of Tutoring Writing,1,"This is a required course for all undergraduates participating in the Art of Writing Departmental Tutoring program at UC Berkeley. This program supports students taking R&C in Comparative Literature, English, Film & Media, and Rhetoric. Upper-level majors with proven writing skills participate in discipline-specific composition and pedagogy workshops and in turn, provide one-on-one writing help to students taking R&C courses in participating"
RHETOR,RHETOR 375,Teaching Rhetoric,2,Instruction in teaching argumentative writing and rhetorical analysis.
RHETOR,RHETOR 601,Individual Study for Master's Students,1,Individual study for degree or language examinations in consultation with staff member.
RHETOR,RHETOR 602,Individual Study for Doctoral Students,1,Individual study in consultation with faculty director as preparation for degree examinations.
RUSSIAN,RUSSIAN 1,Elementary Russian,5,Beginner's course.
RUSSIAN,RUSSIAN 2,Elementary Russian,5,
RUSSIAN,RUSSIAN 3,Intermediate Russian,5,
RUSSIAN,RUSSIAN 4,Intermediate Russian,5,
RUSSIAN,RUSSIAN 6A,Introductory Russian for Heritage Speakers,3,"The course is aimed at ""heritage speakers"" of Russian, i.e., those who grew up speaking Russian in the family without a full Russian educational and cultural background. These courses are designed for students who have speaking and comprehension ability in Russian but have minimum exposure to writing and reading. This course teaches basic skills of writing, reading, and grammar. 6A focuses on basic writing and reading ability. 6B introduces"
RUSSIAN,RUSSIAN 6B,Introductory Russian for Heritage Speakers,3,"The course is aimed at ""heritage speakers"" of Russian, i.e., those who grew up speaking Russian in the family without a full Russian educational and cultural background. These courses are designed for students who have speaking and comprehension ability in Russian but have minimum exposure to writing and reading. This course teaches basic skills of writing, reading, and grammar. 6A focuses on basic writing and reading ability. 6B"
RUSSIAN,RUSSIAN 10,Elementary Intensive Russian,10,"This summer session course is equivalent to the first year of Russian language instruction offered at Berkeley. An intensive program designed to develop students' comprehension and conversation skills while presenting the basic grammar of modern, standard Russian. Lectures and films on Russian culture will be arranged."
RUSSIAN,RUSSIAN 20,Intermediate Intensive Russian,10,"This summer session course is equivalent to the second year of Russian language instruction at Berkeley. An intensive program designed to consolidate command of basic grammar and further develop comprehension, speaking, reading and writing skills."
RUSSIAN,RUSSIAN 101,Advanced Russian Phonetics and Oral Performance,1,"Aimed at both undergraduate and graduate students, this course helps students to improve their pronunciation, bringing it closer to the native level. The course teaches a whole spectrum of oral speech performance, including phonetics, intonation, and rhetoric, taking into account different functional styles. Course may be taken for 1 unit (5 weeks: basic skills), 2 units (10 weeks: advanced skills) or 3 units (15 weeks: advanced phonetics and performance)."
RUSSIAN,RUSSIAN 102,Readings in Specialized Russian,3,"Selected readings in scholarly (scientific and technical), journalistic, and business styles to acquaint the student with the peculiarities of vocabulary, grammar, and phraseology."
RUSSIAN,RUSSIAN 103A,Advanced Russian,4,"Course covers three main aspects of advanced Russian: grammar, syntax, and reading. Grammar is reviewed. Course taught in Russian."
RUSSIAN,RUSSIAN 103B,Advanced Russian,4,"Course covers three main aspects of advanced Russian: grammar, syntax, and reading. Grammar is reviewed. Course taught in Russian."
RUSSIAN,RUSSIAN 105A,Advanced Russian/English/Russian Translation,3,"Advanced training in both oral and written translation skills covering various areas of politics, business, technology, law, science, and culture. Elements of literary and poetic translation."
RUSSIAN,RUSSIAN 105B,Advanced Russian/English/Russian Translation,3,"Advanced training in both oral and written translation skills covering various areas of politics, business, technology, law, science, and culture. Elements of literary and poetic translation."
RUSSIAN,RUSSIAN 106A,Advanced Russian for Heritage Speakers,3,"The course is aimed at ""heritage speakers"" of Russian, i.e., those who grew up speaking Russian in the family without a standard Russian educational background. The advanced course aims at building a sophisticated vocabulary, developing advanced reading ability, formal knowledge of grammar, and complete writing competency. This course fosters student's knowledge and understanding of Russian culture and society today. (Students with"
RUSSIAN,RUSSIAN 106B,Advanced Russian for Heritage Speakers,3,"The course is aimed at ""heritage speakers"" of Russian, i.e., those who grew up speaking Russian in the family without a standard Russian educational background. The advanced course aims at building a sophisticated vocabulary, developing advanced reading ability, formal knowledge of grammar, and complete writing competency. This course fosters student's knowledge and understanding of Russian culture and society today. (Students with no or rudimentary reading"
RUSSIAN,RUSSIAN 109,Business Russian,3,"This course is designed for students with a good command of basic Russian who would like to gain the vocabulary of business transactions in Russian to be able to establish actual contacts with Russian businesspeople, to participate in business negotiations, to compile business contracts in Russian, and to read Russian business magazines and newspapers. Elements of the business law of Russia will also be discussed."
RUSSIAN,RUSSIAN 120A,Advanced Russian Conversation and Communication,2,"Aimed at fostering advanced conversation and communication skills, this course explores Russian culture through communication. Contains reading, films, vocabulary building, listening exercises, and speaking activities. The course can be taken for two or three credits; for two credits, attendance is required for two classes per week; for three credits, three classes per week."
RUSSIAN,RUSSIAN 120B,Advanced Russian Conversation and Communication,2,"Aimed at fostering advanced conversation and communication skills, this course explores Russian culture through communication. Contains reading, films, vocabulary building, listening exercises, and speaking activities. The course can be taken for two or three credits; for two credits, attendance is required for two classes per week; for three credits, three classes per week."
RUSSIAN,RUSSIAN 201,Advanced Russian Proficiency Maintenance,2,"Advanced work in speaking, writing and comprehension in order to develop and maintain superior proficiency. Discussions and readings will focus on current cultural and political trends and other topics pertaining to Slavic studies. Special attention to the details of contemporary life in Russia and its changing colloquial speech. Conducted in Russian."
RUSSIAN,RUSSIAN 202,Advanced Academic Russian,3,"Advanced work in reading, speaking and comprehension for graduate student, aimed at developing and maintaining superior proficiency and competence in academic Russian. Readings and discussions focus on current linguistic and cultural trends. Special attention to contemporary life in Russia, its changing cultural norms and speech, viewed in a broad historical context. The course is conducted in Russian."
RUSSIAN,RUSSIAN 204,Russian Composition and Style,4,"Essay-writing, analysis of texts, oral and written reports, and translation."
SANSKR,SANSKR 100A,Elementary Sanskrit,5,Elements of Sanskrit grammar and practice in reading Sanskrit texts.
SANSKR,SANSKR 100B,Elementary Sanskrit,5,Elements of Sanskrit grammar and practice in reading Sanskrit texts.
SANSKR,SANSKR 101A,Intermediate Sanskrit: Epic and Puracic Sanskrit,5,"Introduces students to the itihasa/puraic traditions and related commentarial style of Sanskrit. An extended passage from Valmiki's Ramayaada, Vyasa's Mahabharata, or one of the Mahapuradas is normally read with commentary, if available. The development of strong reading skills is the focus of the class. Additionally, students are introduced to the use of hard copy and web-based resources. Grammar is reviewed and explained as needed. Students are"
SANSKR,SANSKR 101B,Intermediate Sanskrit: Sastraic (Scientific) Sanskrit,5,"Introduces students to Sanskrit sastra and related commentary. Reading selections are generally taken from either the grammatical (vyakaraada), literary critical )alakarasatra) or the philosophical (darsana) tradition, including such works as Mahabhaya, Tarkasagraha, Kavyadarsa, etc. Reading skills and familiarity with resources - hard copy and web-based - as well as current trends and scholarship in the relevant areas are emphasized. Grammar"
SANSKR,SANSKR 101C,Intermediate Sanskrit: Sahitya (Literary Sanskrit),5,"Introduces students to classical literary Sanskrit (sahitya) and commentary, where available. An extended passage of a kavya and/or an entire plat (naaka) is read, Works of Kalidasa, Bhasa, and the like are normally read. Developing strong reading skills is the focus of the class. Students develop skills to use hard copy and web-based resources. Grammar is reviewed and explained as needed. Students are also introduced to current scholarship"
SANSKR,SANSKR 200A,Sanskrit Literature,4,"Advanced readings in Sanskrit literature, including Sanskrit ornate poetry with emphasis on the canons of poetic analysis of the Indian aesthetic tradition."
SANSKR,SANSKR 200B,Sanskrit Literature,4,"Advanced readings in Sanskrit literature, including Sanskrit ornate poetry with emphasis on the canons of poetic analysis of the Indian aesthetic tradition."
SANSKR,SANSKR 203,Vedic Sanskrit,4,"Readings from the and other Vedic texts, including and . Knowledge of German and/or French is recommended."
SANSKR,SANSKR 206,Middle Indic,4,"Introduction to Middle Indic. An intensive study of texts in one or more of the Prakrit dialects, Pali, or Apabhramsa."
SANSKR,SANSKR 207,Sanskrit Philosophical Texts,4,"Reading of a Sanskrit philosophical, logical, or grammatical text, with attention to philosophical, logical, or grammatical features. Text to be chosen in consultation with students."
SANSKR,SANSKR 290,Special Studies,1,"Students may enroll in more than one section of 290, but the total number of units of Special Study in any one semester may not exceed 12."
SANSKR,SANSKR 299,Dissertation Preparation and Related Research,1,Normally reserved for students directly engaged in writing the doctoral dissertation.
SANSKR,SANSKR 601,Individual Study for Masters Students,1,Individual study for the comprehensive or language requirements in consultation with the graduate adviser.
SCANDIN,SCANDIN R5A,Reading and Composition,4,Reading and composition in connection with the representation of Scandinavia by outsiders and insiders. Satisfies the first half of the Reading and Composition requirement.
SCANDIN,SCANDIN R5B,Reading and Composition,4,Reading and composition in connection with the representation of Scandinavia by outsiders and insiders. Satisfies the second half of the Reading and Composition requirement.
SCANDIN,SCANDIN 24,Freshman Seminars,1,"The Berkeley Seminar Program has been designed to provide new students with the opportunity to explore an intellectual topic with a faculty member in a small-seminar setting. Berkeley Seminars are offered in all campus departments, and topics vary from department to department and semester to semester."
SCANDIN,SCANDIN 60,Heroic Legends of the North,4,"Exploration of the heroic narratives of the Northern Middle Ages with a focus on both the hero and the heroic ethos in a period or radical cultural, social and religious change and on a particular body of literature, the Scandinavian versions of Germanic heroic narrative. Required of majors."
SCANDIN,SCANDIN 75,Nordic Culture and Values,4,"This course explores the most important cultural contributions of Denmark, Finland, Iceland, Norway, and Sweden. It focuses on an interdisciplinary historical examination of the emergence of three central contemporary Nordic value systems: environmentalism, gender equality, and social solidarity/trust. The readings range in approach from social-science-inflected readings in political science, history of science, ethnography, and public policy,"
SCANDIN,SCANDIN 98,Directed Group Study,1,Group study of selected topics not covered by regularly scheduled courses.
SCANDIN,SCANDIN 100A,Intermediate Nordic Languages,4,"In the context of inter-Scandinavian communication, students will further develop their communicative competence, their reading and writing proficiency and cultural understanding in their own target language (Danish, Finnish, Norwegian, or Swedish). Oral and written midterm and final exam."
SCANDIN,SCANDIN 100B,Intermediate Nordic Languages,4,"In the context of inter-Scandinavian communication, students will acquire the oral proficiency necessary to function in authentic situations of language use with respect to grammatical, functional, and sociolinguistic skills in their own target language (Danish, Finnish, Norwegian, or Swedish). Students will read and interpret literary and nonliterary texts from a cultural cross-cultural perspective. Oral and written midterm, a final project"
SCANDIN,SCANDIN 101A,Introduction to Old Norse I,4,"Introduces undergraduate students to the grammar of the vernacular written language of Iceland and Norway in the Middle Ages. Linguistic mastery is emphasized. By the end of the semester students should be able to read saga style Old Norse prose texts in normalized orthography with the help of a dictionary. To this end, lectures will lay out the morphology of the Old Norse language systematically and thoroughly. In addition to the lectures, much"
SCANDIN,SCANDIN 101B,Introduction to Old Norse II,4,"Introduction to Old Norse literature through readings of Old Norse texts in their original language and translation. Critical essays on Old Norse literature and scholarship illuminating the historical context in which the texts were written, transmitted, and read will supplement the readings of primary texts. The class will also deepen the students’ understanding of Old Norse grammar and metrics, and introduce them to sub-fields of Old Norse"
SCANDIN,SCANDIN 106,The Works of Hans Christian Andersen,4,"Reading and discussion of Hans Christian Andersen's major works, including fairy tales, short stories, novels, autobiographies, and diaries. Reading and discussion in English."
SCANDIN,SCANDIN C107,Plays of Ibsen,4,Reading and discussion of Ibsen's major plays. Readings and discussion in English.
SCANDIN,SCANDIN C108,Strindberg,4,Reading and discussion of Strindberg's major works; emphasis on his dramas and their significance. Readings and discussion in English.
SCANDIN,SCANDIN C114,Word and Image,4,"This course is designed to sharpen our skills in understanding what happens when the world of images and words meet. Starting with the work from the Western ""classical"" tradition we will proceed to investigate how word/image constellations operate in a variety of media, including sculpture and poetry, painting and prose, death masks, tableaux vivants, photography, and advertising."
SCANDIN,SCANDIN 115,Studies in Drama and Film,4,Variable subject matter. Sample topics: history of Scandinavian drama and films of such directors as Ingmar Bergman and Carl Dreyer. Readings and discussion in English.
SCANDIN,SCANDIN 116,Studies in Prose,4,"Variable subject matter; see departmental announcement for description. Sample topics: Knut Hamsun, Kierkegaard, H. C. Andersen, Isak Dinesen, and other storytellers. Readings and discussion in English."
SCANDIN,SCANDIN 120,The Novel in Scandinavian,4,Reading and discussion of the great Scandinavian novels; the development of the novel. Readings and discussion in English.
SCANDIN,SCANDIN 123,Viking and Medieval Scandinavia,4,Internal and external history of Scandinavian culture and civilization from the late 8th century through the 15th century. Readings and discussion in English.
SCANDIN,SCANDIN 125,Old Norse Literature,4,Reading and discussion of some of the Icelandic sagas and selections from the Eddas and skaldic verse. Readings and discussion in English.
SCANDIN,SCANDIN 127,Social Network Analysis and the Icelandic Saga,4,"Application of social network analysis methods to the study of the Old Norse sagas, with a primary emphasis on Icelandic family sagas. Reading and discussion in English. No prior knowledge of computing required."
SCANDIN,SCANDIN 132,Introduction to Finnish Culture and History,4,"Finnish culture, history, society, and arts. Readings and discussion in English."
SCANDIN,SCANDIN 145,Senior Seminar,2,"Intensive study of a single topic, several reports, a longer paper."
SCANDIN,SCANDIN 149,Major Studies,1,"Additional work, for majors in Scandinavian and other qualified students with consent of instructor, in connection with one of the following: Scandinavian C107, C108, 115, 116, 117, 120,123, 125, C160,165. Students attend lectures and do all written work in the ""main"" course and also read assignments in the Scandinavian languages and write a short paper."
SCANDIN,SCANDIN 150,Studies in Scandinavian Literature,4,Variable subject matter; see departmental announcement for description. Sample topics: Scandinavian romanticism; the Modern Breakthrough; literature by and about women; the political tradition. Readings and discussion in English.
SCANDIN,SCANDIN 160,Scandinavian Myth and Religion,4,Religious beliefs and practices during the Viking Age in Scandinavia and their manifestations in later recordings. Readings and discussion in English.
SCANDIN,SCANDIN C160,Scandinavian Myth and Religion,4,Religious beliefs and practices during the Viking Age in Scandinavia and their manifestations in later recordings. Readings and discussion in English.
SCANDIN,SCANDIN 165,Scandinavian Folklore,4,"Scandinavian folklore, emphasizing oral narrative traditions (legends and folk belief, folktales, ballads) and their contexts. Such minor verbal forms as proverbs, riddles, and formulas will also be considered. Readings and discussion in English."
SCANDIN,SCANDIN 170,Arctic Folklore and Mythology in Nordic Lands,4,"Survey of the folklore and mythology of the principal non-Scandinavian peoples of the Nordic lands: Finns, Saami, Greenland, Inuit. Comparative evidence from other circumpolar traditions and from ancient and modern Scandinavian tradition. Readings and discussion in English."
SCANDIN,SCANDIN 180,Special Topics in Scandinavian,4,Topics will vary from semester to semester. Additional screening time may be required for film topics. See departmental announcement for offerings.
SCANDIN,SCANDIN 188,The Swedish Model of Welfare Capitalism,3,"The purpose of this course is to provide a fundamental understanding of the historic roots, key characteristics, and contemporary challenges of the Swedish model of welfare capitalism. This course will revolve around its core policies and principles as compared to those of other advanced economies, historical developments in national and international contexts, and current challenges. This course will also familiarize students with various actors"
SCANDIN,SCANDIN 191AC,Constructing and Contesting Nordic Whiteness in America,4,"This course will explore how Scandinavian–American encounters have shaped racial formation and racialization in America, particularly focusing on how ‘the Nordic’ came to be perceived in popular discourse as an embodiment of whiteness. Which interpretations of national, colonial, and imperial histories and contemporary realities allowed for this? Who has been included and excluded? And how does the racial construct of Nordic whiteness function and inform current American"
SCANDIN,SCANDIN 198,Group Study for Advanced Undergraduates,2,Advanced readings and interpretation of Scandinavian texts.
SCANDIN,SCANDIN 199,Independent Study and Research,2,"Courses in Scandinavian literature, culture, or history. Supervised study; restricted enrollment."
SCANDIN,SCANDIN 201A,Old Norse,4,"An introduction to the language of medieval Iceland and Norway. Grammar, historical phonology, and texts."
SCANDIN,SCANDIN 201B,Norse Literature,4,Literary production of early Iceland and Norway. Reading of representative texts in the original.
SCANDIN,SCANDIN 204,Compact Seminar in Scandinavian Cultural and Literary Studies,2,"A compact seminar features a distinguished instructor, usually a visitor from Scandinavia, with expertise in topics related to Scandinavian Literature and Cultures. The seminar is intended to teach these topics in an intensive format and to complement regular departmental offerings. A series of short papers or a single, longer paper is required."
SCANDIN,SCANDIN 206,Studies in Philology and Linguistics,4,Variable subject matter; see departmental announcement for description. Sample topics: runology; history of the Scandinavian languages; dialectology.
SCANDIN,SCANDIN 215,Literary and Cultural Theory,4,Introduction to varieties of literary and cultural theory used in the analysis of literary texts and other cultural artefacts.
